name,latitude,longitude,cuisine,phone,website,opening_hours,street,house_number,city,amenity,brand,operator,category
Totonno's Pizzeria Napolitana,40.57880063537375,-73.983805473499,pizza,+1-718-372-8606,https://www.totonnosconeyisland.com,Mo-We off; Th-Su 12:00-19:30,Neptune Avenue,1524,Brooklyn,restaurant,,,restaurant
Paul's Daughter,40.5734797761147,-73.9783859040177,"pizza, burger, sandwich, american, seafood, ice_cream, hot_dog, dessert",,,,,,,restaurant,,,restaurant
Chow Time,40.576750449111266,-73.98224145249006,"asian, vietnamese, chinese, bubble_tea",+1 347-713-1560,https://www.newchowtime.com/,Mo-Sa 10:45-20:45; Su off,Mermaid Avenue,1418,,restaurant,,,restaurant
Wise Bar & Grill,40.58316378640765,-73.95570847544866,,+1-718-551-5588,https://wisebargrill.com/,11:00-23:00,Neptune Avenue,35,Brooklyn,restaurant,,,restaurant
Applebee's,40.58395618714845,-73.94330062590576,american,+1-718-769-4889,https://restaurants.applebees.com/en-us/ny/brooklyn/2505-emmons-ave.-96090,Mo-Th 09:00-24:00; Fr-Sa 09:00-01:00; Su 09:00-23:00,Emmons Avenue,2505,Brooklyn,restaurant,Applebee's Neighborhood Grill & Bar,,restaurant
Masakari,40.58693521413943,-73.95225049110452,japanese,+1-718-332-3899,,,Sheepshead Bay Road,1631,Brooklyn,restaurant,,,restaurant
Sushi On Jones,40.72174373590184,-73.99031780174522,sushi,,https://www.sushionjones.com/location/sushi-on-jones-les/,Tu-Th 17:00-22:00; Fr-Sa 17:00-23:00,Eldridge Street,217,New York,restaurant,,,restaurant
Odd Sister,40.7216774945494,-74.00141039867366,"pizza, burger, pancake",+1 212-966-9288,https://oddsisternyc.com,11:00-24:00,Mercer Street,45,New York,restaurant,,,restaurant
,40.72323266003576,-73.98800946086678,,,,,East 1st Street,76 1/2,,restaurant,,,restaurant
ABC Kitchen,40.73790180074463,-73.98948757807204,,,,,East 18th Street,35,,restaurant,,,restaurant
Tsob Tsobe,40.587831695510715,-73.9600349563415,mediterranean,+1-718-676-2444,https://www.tsobtsobe.com/,"Mo-Th 09:00-24:00; Fr,Sa 09:00-01:00; Su 09:00-24:00",Coney Island Avenue,2817,Brooklyn,restaurant,,,restaurant
Level Restaurant & Bar,40.588834276790564,-73.96010958384107,,,,,Coney Island Avenue,2775,,restaurant,,,restaurant
Cafe Gallery,40.58825289812819,-73.96006040226551,russian,+1-718-676-7979,https://cafegallerybrooklyn.com/,"11:00-22:00; Fr,Sa 11:00-04:00",Coney Island Avenue,2801,Brooklyn,restaurant,,,restaurant
Famous Restaurant,40.59037140003185,-73.97347706934372,"chinese, mexican",+1 718-339-3399; +1 718-339-8899,https://famouschinesefoodny.com,"Mo-Th 11:00-22:30; Fr,Sa 11:00-23:00; Su 12:00-22:30",Avenue X,253,,restaurant,,,restaurant
Parkview Diner,40.58346319296639,-73.98610887626974,"american, diner",+1-718-333-9400,,24/7,Cropsey Avenue,2939,Brooklyn,restaurant,,,restaurant
Arnor Crepes & Bubble Tea,40.61057135,-73.9838806,,,,,West 10th Street,1425,,restaurant,,,restaurant
Giulia's Cucina & Dessert,40.616203950000006,-74.0003719,,+1-718-259-2900,,Mo-Sa 07:00-19:00; Su 07:00-17:00,Bay Ridge Parkway,1611-13,,restaurant,,,restaurant
Chinese Buffet,40.60996816623956,-74.00657575135081,,,,,86th Street,1619,,restaurant,,,restaurant
Viva Mexico Restaurant,40.61149085242508,-74.01009659405803,mexican,+1-347-374-3613,,,86th Street,1474,,restaurant,,,restaurant
Tomasso,40.6115987,-74.01034010000001,italian,+1-718-236-9883,https://tommasoinbrooklyn.com,Mo-Su 12:00-22:00,86th Street,1464,,restaurant,,,restaurant
Outback Steakhouse,40.6120264746137,-74.00930869685884,"american, steak",+1-718-837-7200,https://www.outback.com,"11:00-23:00; Fr,Sa 11:00-23:30",86th Street,1475,Brooklyn,restaurant,Outback Steakhouse,,restaurant
Krispy Pizza,40.62243036338257,-74.00561377922354,pizza,+1-718-745-9618,,Mo-Su 11:00-23:00,13th Avenue,7112,,restaurant,,,restaurant
Rakuzen AYCE Sushi,40.63109935573135,-74.0089708720975,sushi,+1-718-238-0008,,,Fort Hamilton Parkway,6408,Brooklyn,restaurant,,,restaurant
Chen's Fresh Food Market,40.66978908006143,-73.90714873113346,seafood,,,,Mother Gaston Boulevard,378,Brooklyn,restaurant,,,restaurant
Ocean Palace Seafood Restaurant,40.63852327063844,-74.00603809350811,chinese,+1 718 871-8080,,,8th Avenue,5423,Brooklyn,restaurant,,,restaurant
MM Tea Cafe,40.63634895675524,-74.00836117585094,,+1-718-853-6888,,,8th Avenue,5805,Brooklyn,restaurant,,,restaurant
Mister Hotpot,40.63938501231726,-74.00584102567673,hotpot,+1-718-633-5197,,,8th Avenue,5306,,restaurant,,,restaurant
Wong Wong Noodle Shop,40.63873376977818,-74.00650112773998,noodle,+1-718-633-5633,,10:30-22:30,8th Avenue,5410,Brooklyn,restaurant,,,restaurant
,40.6374376,-74.00784075,,,,,8th Avenue,5622,,restaurant,,,restaurant
La Brasa Peruana,40.64710896965769,-74.0086461203226,peruvian,+1-718-765-4088,https://www.brasaperuana-nyc.com,Mo-Th 11:30-21:00; Fr-Sa 11:30-21:30; Su 11:30-21:00,5th Avenue,4618,,restaurant,,,restaurant
The Astarita,40.65598540979722,-73.99923725506555,pizza,+1-718-306-8289,https://www.theastaritapizza.com,We-Fr 17:00-22:00; Sa 14:00-22:00; Su 14:00-21:30,5th Avenue,797,,restaurant,,,restaurant
The House,40.7361486653453,-73.98771141262948,american,+1-212-353-2121,http://hospitalityholdings.com/#/establishments/the_house,"Mo 16:30-23:00; Tu-Fr 12:00-15:30,16:30-23:00; Sa 11:00-15:30,16:30-00:00; Su 11:00-15:30,16:30-23:00",East 17th Street,121,New York,restaurant,,,restaurant
,40.72882479085026,-74.00486792764559,,,,,Downing Street,64,,restaurant,,,restaurant
Kish Kash,40.731408758793265,-74.00698367688817,,,,,Hudson Street,455,New York,restaurant,,,restaurant
ACherry,40.59772129030321,-73.96081591320625,mediterranean,+1 718-866-4460,https://acherrycafelounge.com/,Mo-Su 08:00-24:00,Coney Island Avenue,2425,Brooklyn,restaurant,,,restaurant
Brennan & Carr,40.60024479161136,-73.94210048118633,"sandwich, burger, american",+1-718-769-1254,https://www.brennanandcarrbrooklyn.com/,"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-24:00",Nostrand Avenue,3432,,restaurant,,,restaurant
El Paso,40.6358927140089,-73.96211084336194,mexican,,,,Newkirk Avenue,1610,Brooklyn,restaurant,,,restaurant
Maya Fusion Cafe,40.68607836639722,-73.91154578155867,,,,,Bushwick Avenue,1337,Brooklyn,restaurant,,,restaurant
Winfield's,40.68356855248303,-73.92641972829566,,,,,Patchen Avenue,212,,restaurant,,,restaurant
Dallas BBQ,40.63252104916996,-73.94786515272075,barbecue,+1-718-942-3000,https://www.dallasbbq.com/nostrand-ave-brooklyn,"Mo-Th,Su 11:30-23:00; Fr,Sa 11:30-24:00",Nostrand Avenue,2146,Brooklyn,restaurant,Dallas BBQ,,restaurant
Amy's Kitchen,40.662880151237616,-73.93771217933408,spanish,,,,Troy Avenue,470 170 4571,Brooklyn,restaurant,,,restaurant
Grüit,40.663459941503596,-73.95366510887747,eastern_european,+1-347-846-0622,https://www.gruitbk.com,"Mo-Th,Su 18:00-23:45",Empire Boulevard,252,,restaurant,,,restaurant
Reception Bar,40.716346696407996,-73.99134615322671,,,,,Orchard Street,45,,restaurant,,,restaurant
Greedi Vegan,40.67634267349461,-73.95223207434358,,,,,Bergen Street,1031,Brooklyn,restaurant,,,restaurant
Sugar Hill Disco Restaurant and Bar,40.691580314014104,-73.95159364226515,,+1-844-369-6811,https://www.sugarhillsupperclub.com/,10:00-19:00,Nostrand Avenue,217,Brooklyn,restaurant,,,restaurant
Anthony's Corner Cafe,40.67076368679453,-73.9312016544843,,,,,Utica Avenue,238,,restaurant,,,restaurant
John's Gyro Souvlaki,40.69360745,-73.96609864999999,diner,+1-718-638-0412,,,Myrtle Avenue,481,,restaurant,,,restaurant
Ocean Fish & Chicken,40.6794968049857,-73.93721620429892,,,,,Fulton Street,1590,Brooklyn,restaurant,,,restaurant
Dock Asian Eatery,40.70620720111854,-73.9228064737033,"japanese, thai, vietnamese",,,,Wyckoff Avenue,22,,restaurant,,,restaurant
Listo El Chimi,40.69981035033995,-73.90741818438123,dominican,,,,Myrtle Avenue,55-28,,restaurant,,,restaurant
I Sushi,40.70036249242339,-73.89827838379863,sushi,,,,Myrtle Avenue,59-42,,restaurant,,,restaurant
Tortilleria Mexicana Tres Hermanos,40.706651145589724,-73.92198927313281,mexican,+1-718-456-3422,,Mo-Sa 09:00-23:30; Su 12:00-23:30,Starr Street,271,Brooklyn,restaurant,,,restaurant
Mēdüzā Mediterrania,40.73964762975427,-74.00558599842608,,+1 646-435-6544,https://www.meduza33.com,,Hudson Street,657,New York,restaurant,,,restaurant
Jax Inn Diner,40.754412826192485,-73.89395052482224,,+1-718-478-1240,https://www.jaxinndiner.com/,,Northern Boulevard,72-12,Jackson Heights,restaurant,,,restaurant
Pollos a la Brasa Mario,40.747752170303414,-73.88475085217503,,,,,Roosevelt Avenue,81-01,,restaurant,,,restaurant
Truth Restaurant & Lounge,40.67647351359217,-73.7407631157926,,,,,Merrick Boulevard,229-15,,restaurant,,,restaurant
Black Forest Brooklyn,40.68677723071944,-73.97509889366032,german,+1-718-935-0300,https://www.blackforestbrooklyn.com/,Mo-Fr 12:00-24:00; Sa 10:00-24:00; Su 10:00-22:00,Fulton Street,733,Brooklyn,restaurant,,,restaurant
Glendale Diner,40.70185974200108,-73.87963076410662,burger,,,,Myrtle Avenue,7108,Queens,restaurant,,,restaurant
Petite Abeille,40.73866616836204,-73.9944959867013,belgian,,,,West 17th Street,44,,restaurant,,,restaurant
Wisefish Poke,40.74279671391686,-73.99967769656872,,,,,West 19th Street,263,,restaurant,,,restaurant
on,40.74507475032549,-73.98526465083108,korean,(917) 261-4326,https://www.onnewyork.net/,"12:00-14:15,18:00-23:00",Madison Avenue,110,New York,restaurant,,,restaurant
Avenida,40.75182564052777,-73.9931943975861,mexican,,,,Pennsylvania Plaza,1,New York,restaurant,,,restaurant
Farida,40.75561544322523,-73.9942678046547,"uzbek, kazakh",+1 646-863-2020,https://www.farida.us,Tu-Su 11:00-23:00,9th Avenue,498,New York,restaurant,,,restaurant
Lucky's Famous Burger,40.76445627133861,-73.98768228396143,burger,+1 212-247-6717,,,West 52nd Street,370,,restaurant,,,restaurant
P.D. O'Hurley's,40.76308096458666,-74.00062731555418,,,http://www.pier84nyc.com/,,12th Avenue,557,New York,restaurant,,,restaurant
The Islands,40.677059255483634,-73.96341062741287,caribbean,+1-718-398-3575,,Mo-Th 14:00-22:30; Fr-Su 12:00-23:00,Washington Avenue,671,Brooklyn,restaurant,,,restaurant
The Capital Grille,40.751274315432255,-73.97491753514524,,,https://www.thecapitalgrille.com/,,East 42nd Street,155,New York,restaurant,,,restaurant
Sardi's,40.757761806033336,-73.98761074800242,,+1 212-221-8440,https://www.sardis.com/,"Tu,Th,Fr 12:00-22:45; We,Sa 12:00-23:00",West 44th Street,234,New York,restaurant,,,restaurant
Dervish,40.75856295947371,-73.98367743178689,mediterranean,,https://www.dervishrestaurant.com/,,West 47th Street,146,New York,restaurant,,,restaurant
Wu Liang Ye,40.757802599909375,-73.97994886414527,chinese,+1 212 398 2308,http://www.wu-liang-ye.com/,Mo-Su 11:00-21:00,West 48th Street,36,New York,restaurant,,,restaurant
Amor Loco,40.75784434046358,-73.98392573554013,mexican,,,,West 46th Street,134,New York,restaurant,,,restaurant
Ravagh Persian Grill,40.76185993779169,-73.96064157993267,persian,,,,1st Avenue,1135,,restaurant,,,restaurant
Sushi Seki,40.76196955157649,-73.96059209924036,"japanese, sushi",,,,1st Avenue,1143,New York,restaurant,,,restaurant
The East Wing,40.771026684286525,-73.95606877393621,,,,,East 76th Street,330,,restaurant,,,restaurant
Hummus Place,40.780043039009456,-73.98026196119552,,,,,Amsterdam Avenue,305,New York,restaurant,,,restaurant
Lechonera Tropical & Grill,40.789723022095146,-73.94660721333187,"caribbean, puerto_rican, latin_american",+1 212-722-1344,,Mo-Su 08:00-22:00,East 103rd Street,172,,restaurant,,,restaurant
Double Dutch Espresso,40.80583891299247,-73.95399320963271,,,,,Frederick Douglass Boulevard,2194,,restaurant,,,restaurant
Patisserie Des Ambassades,40.80607968661483,-73.95381813400188,,,,,Frederick Douglass Boulevard,2202,,restaurant,,,restaurant
Red Rooster Harlem,40.80796594999999,-73.94491054999999,southern,+1 212 792-9001,https://www.redroosterharlem.com/,,Lenox Avenue,310,New York,restaurant,,,restaurant
,40.8087324263946,-73.94529170109162,,,,,,,,restaurant,,,restaurant
African and American Best Food,40.81107080047125,-73.94260557031436,,,,,Malcolm X Boulevard,410,New York,restaurant,,,restaurant
Chinito Latino Hibachi Fusion,40.862187,-73.92544949999998,,+1-646-590-3628,https://chinitolatino.com,Mo-Su 13:00-24:00,Dyckman Street,122,,restaurant,,,restaurant
Brown Sugar Bar and Restaurant,40.869965057756296,-73.91527056105075,cuban,+1-646-688-3504,https://brownsugaruptown.business.site/,Mo-Fr 16:00-02:00; Sa-Su 12:00-24:00,Broadway,5060,,restaurant,,,restaurant
Dallas BBQ,40.86205349810747,-73.91180408372706,barbecue,+1-718-220-2822,https://www.dallasbbq.com/fordham-road,"Su-Th 11:30-23:00; Fr,Sa 11:30-24:00; ",West Fordham Road,281,Bronx,restaurant,Dallas BBQ,,restaurant
Kingsbridge Social Club,40.88458502586844,-73.90200367659727,pizza,,https://www.kingsbridgesocialclub.com,,Kingsbridge Avenue,3625,,restaurant,,,restaurant
Tibbets,40.88040700543525,-73.90902680817126,,,,,Tibbett Avenue,3031,,restaurant,,,restaurant
Applebee's,40.87378374344917,-73.9090346935407,american,+1 718-367-7770,https://restaurants.applebees.com/en-us/ny/bronx/90-west-225th-st.-78091,,West 225th Street,68,,restaurant,Applebee's Neighborhood Grill & Bar,,restaurant
Van Cortlandt Park Golf Club House,40.88909196928369,-73.89231202574474,,,,,Van Cortlandt Park S,115,New York,restaurant,,,restaurant
Lilly O'Briens,40.71467520018248,-74.01023409254621,irish,+1 212 732-1592,https://www.lillyobriensbar.com/,"Mo-Su 00:00-04:00,08:00-24:00",Murray Street,67,New York,restaurant,,,restaurant
Mulberry & Vine,40.71498278590514,-74.01020934573019,american,+1-212-791-6300,https://www.mulberryandvine.com/,,Warren Street,73,New York,restaurant,,,restaurant
Battery Gardens,40.70139041729581,-74.01502003527105,,+1 212-809-5508,http://www.batterygardens.com/restaurant.html,Mo-Fr 11:30-16:00,Battery Place,1,,restaurant,,,restaurant
Adrienne's Pizza Bar,40.70428852564249,-74.01012133951107,pizza,,https://stonestreettavernnyc.com/,,Stone Street,54,New York,restaurant,,,restaurant
Fraunces Tavern,40.703389317256104,-74.01132668494455,american,(212) 968-1776,https://frauncestavern.com/,Mo-Th 11:30-00:00; Fr 11:30-01:00; Sa 11:00-01:00; Su 11:00-00:00,Pearl Street,54,New York,restaurant,,,restaurant
Pearl Diner,40.706913074591796,-74.00624857936249,diner,+1 212-344-6620,http://pearldinerny.com,"Mo-Fr 7:00-21:00; Sa, Su 08:00-02:45",Pearl Street,212,New York,restaurant,,,restaurant
Fish Market,40.70717783008151,-74.00192417633899,,,,,South Street,111,New York,restaurant,,,restaurant
Ping's Seafood,40.71444296149112,-73.99853195600437,chinese,+1 212 602-9988,,,Mott Street,22,New York,restaurant,,,restaurant
Good Good Taste,40.713391747858196,-73.9947576516085,chinese,2129644888,,,Market Street,13A,New York,restaurant,,,restaurant
Giando On the Water,40.7107477989662,-73.9693274403961,,,https://www.giandoonthewater.com/,,Kent Avenue,400,Brooklyn,restaurant,,,restaurant
Otis,40.70603448226516,-73.93260975354441,,+1 646 886-0601,https://otisbk.com/,,Harrison Place,18,Brooklyn,restaurant,,,restaurant
Loving Hut,40.712522605838934,-73.94119853700063,international,,https://lovinghut.us/brooklyn/,Mo-Fr 11:30-21:30; Sa-Su 14:00-21:30,Bushwick Avenue,76,,restaurant,Loving Hut,,restaurant
El Almacen,40.71681314225978,-73.95644092853149,argentinian,,,,Driggs Avenue,557,,restaurant,,,restaurant
Monarch,40.71590951184073,-73.96225265663436,asian,+1 917 9091596,https://monarchrestaurantbk.com/,Mo-Su 17:00-23:00,Metropolitan Avenue,146,Brooklyn,restaurant,,,restaurant
St. Anselm,40.714279331956575,-73.95604423722057,"american, steak_house",,,"Mo-Th, Su 17:00-23:00; Fr-Sa 17:00-24:00",Metropolitan Avenue,355,Brooklyn,restaurant,,,restaurant
An Nhau,40.718199643273984,-73.9575885340638,vietnamese,,http://www.annhaunyc.com/,,Bedford Avenue,172,Brooklyn,restaurant,,,restaurant
Cafe Mogador,40.719722379371085,-73.95994965527545,,,https://www.cafemogador.com/,,Wythe Avenue,133,Brooklyn,restaurant,,,restaurant
La Locanda,40.71783456510561,-73.9446958798517,italian,,https://www.lalocandany.com/,,Graham Avenue,432,Brooklyn,restaurant,,,restaurant
Kestane Kebab,40.72409704065034,-73.9492744542669,,718 349 8601,http://www.kestanekebapny.com/,,Nassau Avenue,110B,Brooklyn,restaurant,,,restaurant
Fortune Cookies,40.72332895236696,-73.95083390556373,chinese,718 389 7103,,,Manhattan Avenue,611,Brooklyn,restaurant,,,restaurant
Amarin Cafe,40.723449565097724,-73.95084747634704,thai,718 349 2788,,,Manhattan Avenue,617,Brooklyn,restaurant,,,restaurant
Vegan QuickBites by Next Stop Vegan,40.72501105248828,-73.95172641720583,,+19179091584,,,Manhattan Avenue,685,,restaurant,,,restaurant
Greenpoint Fish & Lobster Co,40.724146727651394,-73.94911051184773,,,https://greenpointfish.com/,,Nassau Avenue,114,Brooklyn,restaurant,,,restaurant
Bar Bruno,40.722382788561326,-73.94975764612548,,,,,Manhattan Avenue,560,Brooklyn,restaurant,,,restaurant
Raizes Churrascaria,40.72490665251833,-73.94807841583699,portuguese,+1 718-389-0088,https://raizesgreenpoint.com/,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00,Nassau Avenue,139,Brooklyn,restaurant,,,restaurant
,40.72729991715147,-73.9514892507364,,,,,Meserole Avenue,124,,restaurant,,,restaurant
Amber Steak House,40.724623940781285,-73.94906387368505,steak_house,718 389 0088,http://ambersteak.com,,Nassau Avenue,119,Brooklyn,restaurant,,,restaurant
Oxomoco,40.72980515194868,-73.95546639801812,mexican,+1 646-688-4180,https://www.oxomoconyc.com/,"Mo-Fr 12:00-15:00; Sa, Su 11:00-15:00; Mo-Su 17:30-22:00",Greenpoint Avenue,128,,restaurant,,,restaurant
Tropical,40.737515295956065,-73.9295315230429,ecuadorian,+1 718-392-2734,https://www.tropical-restaurants.com/greenpoint,"Su-Th 08:30-22:00; Fr, Sa 08:30-23:00",Greenpoint Avenue,36-10,,restaurant,,,restaurant
Chihuahua Cantina & Restaurant,40.74230390483229,-73.91776044584537,mexican,,,,,,,restaurant,,,restaurant
Donato's Restaurant & Pizza,40.74857946798463,-73.91301473949889,"pizza, italian",+1 718-507-4591,,,39th Avenue,50-22,,restaurant,,,restaurant
Panda Garden,40.745603527253415,-73.90466241056083,chinese,+1 718-424-1011,,,Roosevelt Avenue,59-17,,restaurant,,,restaurant
SriPraPhai,40.746494070724985,-73.89921300441009,thai,+1 718-899-9599,http://www.sripraphai.com,"Mo, Tu, Th-Su 11:30-20:15",39th Avenue,64-13,New York,restaurant,,,restaurant
Dera,40.74773800520215,-73.89346558227815,"indian, nepali, pakistani, bengali",+1 718-898-3372,https://deraeats.com/,Mo-Th 10:00-12:00; Fr-Su 10:00-01:00,Broadway,72-09,Jackson Heights,restaurant,,,restaurant
La Vecina Astoria,40.762360960563946,-73.91659654488109,colombian,,https://www.lavecinaastoria.com,,Steinway Street,30-66,Astoria,restaurant,,,restaurant
Brooklyn bagel & coffee company,40.76460260807631,-73.91705660354084,,,,,30th Avenue,36-14,,restaurant,,,restaurant
Bel Aire Diner,40.76527468720574,-73.93129048986975,diner,+1 718-721-3160,https://www.belairediner.nyc/,24/7,21st Street,31-91,Astoria,restaurant,,,restaurant
Gulp,40.74899165,-73.9406592,taiwanese,,,"Mo-Th, Su 11:30-23:00; Fr, Sa 11:30-00:00",27th Street,42-45,,restaurant,,,restaurant
M. Wells Steakhouse,40.74837768821244,-73.94234861617181,,+1 718 786-9060,http://magasinwells.com/,,Crescent Street,43-15,Long Island City,restaurant,,,restaurant
Los Amigos By Restaurant,40.77447391048851,-73.91236898013774,mexican,+1 718-956-8855,,"Mo-Th 11:00-01:30, Fr-Su 11:00-02:30",31st Street,22-73,,restaurant,,,restaurant
Star Light,40.76505801047361,-73.88883601993527,,+1-718-505-8800,,,,,,restaurant,,,restaurant
Buccaneers Diner,40.76345099207062,-73.87615793592708,,+1 718 429 5188,https://buccaneerdiner.com/,24/7,,,,restaurant,,,restaurant
World's Fair Marina Restaurant,40.76119398306565,-73.85770824523865,,,,,,,,restaurant,,,restaurant
Golden Krust Caribbean Restaurant,40.87028817682106,-73.84527721894776,"caribbean, jamaican",718-798-1757,https://www.goldenkrust.com,"Mo-Th 07:00-21:00; Fr,Sa 07:00-22:00; Su 08:00-20:00",East Gun Hill Road,1381,Bronx,restaurant,,,restaurant
,40.863152339772846,-73.83387538259002,,,,,East Gun Hill Road,1778,,restaurant,,,restaurant
Chuck E. Cheese,40.86321852450431,-73.8332508720057,pizza,,https://locations.chuckecheese.com/us/ny/bronx/1816-gun-hill-rd.,,East Gun Hill Road,1800,,restaurant,Chuck E. Cheese,,restaurant
Pelham Bay Diner,40.861805796434176,-73.83099524667713,,,,,East Gun Hill Road,1920,,restaurant,,,restaurant
Paddys on the Bay,40.810149407527746,-73.80348817015671,,,,,Pennyfield Avenue,50,,restaurant,,,restaurant
,40.84273233859249,-73.82984335235955,,,,,Crosby Avenue,1514,,restaurant,,,restaurant
,40.845020284731305,-73.83061357652987,,,,,,,,restaurant,,,restaurant
,40.846871983221824,-73.8318847998046,,,,,,,,restaurant,,,restaurant
,40.84583842311842,-73.83176618048522,,,,,Crosby Avenue,1723,,restaurant,,,restaurant
,40.68946121687604,-73.82608583473116,,,,,Lefferts Boulevard,101-14,,restaurant,,,restaurant
Punjabi Kabab House,40.694475277352616,-73.82848086527535,indian,+1-718-846-2800,,,Lefferts Boulevard,91-52,,restaurant,,,restaurant
